text_length,total_filters,title_chars,file_size,object_count,stream_count,endstream_count,metadata_size,valid_pdf_header,entropy_of_streams,label
0,0,0,1440,0,0,0,0,0,0.0,1
0,0,0,16738,0,0,0,0,0,0.0,1
828,1,8,7567,10,2,1,137,1,6.791384588,1
5283,8,7,15093,20,18,9,126,1,5.369660606,1
23456,63,58,389885,204,132,66,317,1,6.398650106,0
0,0,0,16072,0,0,0,0,0,0.0,1
7583,9,56,29134,33,20,10,263,1,6.417120147,0
0,0,0,8031,0,0,0,0,0,0.0,1
1227,3,12,29111,12,6,3,198,1,5.496039667,0
0,0,0,8241,0,0,0,0,0,0.0,1
0,0,0,8126,0,0,0,0,0,0.0,1
0,0,0,77824,0,0,0,0,0,0.0,1
0,0,0,9368,0,0,0,0,0,0.0,1
0,0,0,1923,0,0,0,0,0,0.0,1
0,0,0,1899,0,0,0,0,0,0.0,1
549,6,68,83234,22,12,6,214,1,6.436705298,1
0,0,0,9478,0,0,0,0,0,0.0,1
6001,5,56,13779,58,12,6,302,1,5.503572766,0
1340,2,12,74306,21,4,2,135,1,5.829465053,0
29234,9,36,162325,64,26,13,194,1,5.031189803,0
0,0,0,9915,0,0,0,0,0,0.0,1
8947,8,29,19400,36,18,9,238,1,6.326793239,0
2419,5,11,46388,29,12,6,172,1,6.034433626,0
0,0,0,8145,0,0,0,0,0,0.0,1
7162,17,34,116247,79,36,18,267,1,6.665996509,0
5283,8,7,15021,20,18,9,126,1,5.369806905,1
20674,6,8,41800,27,12,6,218,1,7.141256484,0
7754,9,12,18611,91,20,10,306,1,6.029468741,0
23610,19,12,75575,67,40,20,277,1,6.670697658,0
7958,36,30,60960,391,80,40,431,1,5.817319881,0
5256,9,7,12898,20,18,9,126,1,5.532634387,1
0,0,0,9387,0,0,0,0,0,0.0,1
2601,44,35,63358,356,90,45,409,1,5.923587265,0
539143,523,63,2399103,1384,1052,526,266,1,6.899092194,0
180912,58,19,210074,176,118,59,231,1,6.93529867,0
0,0,0,1900,0,0,0,0,0,0.0,1
0,0,0,14709,0,0,0,0,0,0.0,1
0,0,0,9819,0,0,0,0,0,0.0,1
0,0,0,12263,0,0,0,0,0,0.0,1
6084,1,33,11014,14,2,1,190,1,7.097054454,0
864,3,12,20433,12,6,3,198,1,5.449626461,0
5266,37,17,65973,255,76,38,83,1,5.849096919,0
1221,3,12,25868,12,6,3,198,1,5.32461771,0
5283,8,7,14981,20,18,9,126,1,5.370395158,1
15627,6,9,10429,21,12,6,257,1,6.923701432,1
40,25,44,57348,41,50,25,214,1,6.488883503,1
0,0,0,8275,0,0,0,0,0,0.0,1
0,0,0,13400,0,0,0,0,0,0.0,1
14086,82,27,180959,3141,186,93,350,1,6.128632737,0
27731,18,28,33852,69,38,19,235,1,6.67354964,0
0,0,0,9707,0,0,0,0,0,0.0,1
0,0,0,17059,0,0,0,0,0,0.0,1
0,0,0,8224,0,0,0,0,0,0.0,1
0,0,0,9770,0,0,0,0,0,0.0,1
0,0,0,9852,0,0,0,0,0,0.0,1
29536,21,42,152098,148,44,22,317,1,6.79402486,0
1,2,44,7317,19,6,3,204,1,5.238976039,1
1106,3,10,26835,12,6,3,198,1,5.294529589,0
0,0,0,9476,0,0,0,0,0,0.0,1
1946,19,8,123313,170,40,20,173,1,6.209989754,0
10461,8,28,18163,37,18,9,233,1,6.334837886,0
1491,3,11,32723,12,6,3,198,1,5.32052715,0
0,0,0,8286,0,0,0,0,0,0.0,1
0,0,0,2398,0,0,0,0,0,0.0,1
0,0,0,9440,0,0,0,0,0,0.0,1
24940,23,36,153744,179,48,24,318,1,6.722579625,0
43038,6,8,49014,31,12,6,222,1,6.431091078,0
23998,24,36,3755509,45,50,25,154,1,6.482010422,0
6759,48,29,68403,335,118,59,360,1,5.523166781,0
0,0,0,16231,0,0,0,0,0,0.0,1
828,1,8,7624,10,2,1,137,1,6.791384588,1
0,0,0,8175,0,0,0,0,0,0.0,1
77130,54,13,139920,634,114,57,283,1,6.60276109,0
1,1,44,3590,15,4,2,208,1,5.267643225,1
34649,27,33,175235,650,58,29,293,1,6.662298053,0
48839,8,14,17040,25,16,8,255,1,6.683086247,1
0,0,0,8142,0,0,0,0,0,0.0,1
0,0,0,8168,0,0,0,0,0,0.0,1
5821,7,56,15892,72,16,8,302,1,5.791340727,0
4469,9,7,12478,20,18,9,126,1,5.541907484,1
0,0,0,9718,0,0,0,0,0,0.0,1
0,0,0,9701,0,0,0,0,0,0.0,1
4910,4,26,5682,13,8,4,299,1,6.625341879,0
21682,11,29,26340,43,24,12,236,1,6.382255321,0
2787,5,31,15571,25,12,6,238,1,5.924147503,0
0,0,0,15146,0,0,0,0,0,0.0,1
1257,2,12,82590,21,4,2,135,1,5.887163718,0
1374,29,15,259762,148,60,30,383,1,5.776896908,0
0,0,0,9392,0,0,0,0,0,0.0,1
0,0,0,9639,0,0,0,0,0,0.0,1
0,0,0,9478,0,0,0,0,0,0.0,1
0,0,0,16255,0,0,0,0,0,0.0,1
0,0,0,8499,0,0,0,0,0,0.0,1
8639,16,16,72948,30,34,17,140,1,6.502722772,0
3813,5,29,11227,28,12,6,238,1,5.935352032,0
8056,10,15,9792,22,20,10,158,1,5.67218009,1
0,0,0,36271,0,0,0,0,0,0.0,1
94,4,44,10714,31,8,4,163,1,5.452631124,1
0,0,0,15519,0,0,0,0,0,0.0,1
11647,56,14,97472,1016,130,65,439,1,5.840098421,0
594,1,0,129107,12,2,1,0,1,6.879565316,1
0,0,0,8401,0,0,0,0,0,0.0,1
0,0,0,8197,0,0,0,0,0,0.0,1
0,0,0,16721,0,0,0,0,0,0.0,1
0,0,0,15737,0,0,0,0,0,0.0,1
5283,8,7,14979,20,18,9,126,1,5.370430388,1
0,0,0,12192,0,0,0,0,0,0.0,1
0,0,0,17094,0,0,0,0,0,0.0,1
2878,8,26,249376,96,16,8,299,1,6.943832814,0
1405,27,9,186381,103,56,28,362,1,5.920848589,0
1,1,44,3492,15,4,2,208,1,5.286302701,1
94,3,44,9462,26,6,3,163,1,4.935928213,1
8782,30,24,269401,203,106,53,416,1,5.119924355,0
0,0,0,12415,0,0,0,0,0,0.0,1
6074,15,28,64493,46,32,16,238,1,6.722876433,0
0,0,0,12510,0,0,0,0,0,0.0,1
10226,3,12,4882,14,6,3,422,1,6.703871665,1
1640,23,10,213576,273,48,24,412,1,5.879777322,0
11560,25,58,89885,1674,52,26,351,1,6.619524286,0
1198,2,14,74147,21,4,2,135,1,5.816925756,0
0,0,0,8129,0,0,0,0,0,0.0,1
63975,42,33,94323,106,86,43,278,1,6.678492902,0
1,1,44,3651,15,4,2,208,1,5.257859524,1
1,2,0,12894,77,4,2,0,1,1.0,1
1536,21,20,185988,161,50,25,416,1,6.007914533,0
0,0,0,13606,0,0,0,0,0,0.0,1
5283,8,7,15099,20,18,9,126,1,5.369655712,1
8950,7,25,16841,80,16,8,271,1,5.711051515,0
0,0,0,9466,0,0,0,0,0,0.0,1
6576,15,22,51987,169,32,16,260,1,6.495456126,0
1048,3,10,22962,12,6,3,198,1,5.451446694,0
5283,8,7,15091,20,18,9,126,1,5.369642512,1
95344,47,21,251585,414,96,48,295,1,6.669632192,0
1,8,37,4677,79,18,9,211,1,3.78959347,1
0,0,0,9906,0,0,0,0,0,0.0,1
1204,3,7,27113,12,6,3,160,1,5.271114859,0
45031,35,9,67447,123,70,35,185,1,6.868625024,0
5283,8,7,14981,20,18,9,126,1,5.370461984,1
0,0,0,8161,0,0,0,0,0,0.0,1
1374,2,12,77640,21,4,2,145,1,5.857142951,0
0,0,0,16432,0,0,0,0,0,0.0,1
0,0,0,9468,0,0,0,0,0,0.0,1
0,0,0,9603,0,0,0,0,0,0.0,1
7445,7,13,30089,24,14,7,280,1,6.534018707,1
0,0,0,9798,0,0,0,0,0,0.0,1
1223,3,12,28777,12,6,3,198,1,5.450086473,0
89824,36,40,241293,290,74,37,343,1,6.842405008,0
0,0,0,15689,0,0,0,0,0,0.0,1
0,0,0,15371,0,0,0,0,0,0.0,1
0,0,0,16064,0,0,0,0,0,0.0,1
894,11,15,32505,50,24,12,333,1,5.703503822,0
127605,41,34,243258,356,84,42,319,1,6.758392793,0
150259,66,62,342366,2069,134,67,531,1,6.96425276,0
11474,72,31,106630,833,230,115,468,1,5.012517185,0
37542,25,28,100743,84,52,26,238,1,6.902554964,0
0,0,0,17416,0,0,0,0,0,0.0,1
5283,8,7,14957,20,18,9,126,1,5.370492348,1
1,1,30,22804,10,2,1,237,1,1.0,1
1232,2,13,71544,21,4,2,145,1,5.858247786,0
0,0,0,16930,0,0,0,0,0,0.0,1
828,1,8,7624,10,2,1,137,1,6.791384588,1
12547,4,20,91827,348,262,131,331,1,3.205420396,0
99063,13,8,126983,41,26,13,270,1,6.795517543,0
0,0,0,12979,0,0,0,0,0,0.0,1
0,0,0,8458,0,0,0,0,0,0.0,1
1218,3,9,27808,12,6,3,160,1,5.348201036,0
1044,3,11,27513,12,6,3,198,1,5.266819826,0
1,1,7,27259,10,2,1,182,1,0.0,1
616,5,35,29407,44,12,6,241,1,6.2276345,0
6797,14,93,53151,35,30,15,338,1,6.577027667,0
88251,38,66,122866,132,78,39,275,1,6.90692136,0
5034,22,23,31395,142,46,23,340,1,6.20333467,0
19373,29,54,67986,747,60,30,482,1,6.591630658,0
5283,8,7,14959,20,18,9,126,1,5.370358434,1
0,0,0,1995,0,0,0,0,0,0.0,1
4031,53,6,168411,565,120,60,294,1,5.153767893,0
306,1,12,10426,10,2,1,225,1,6.173436967,1
0,0,0,8057,0,0,0,0,0,0.0,1
5283,8,7,15001,20,18,9,126,1,5.370333589,1
0,0,0,74404,0,0,0,0,0,0.0,1
0,0,0,11492,0,0,0,0,0,0.0,1
1,45,44,123812,62,107,53,137,1,5.24963365,1
0,0,0,8061,0,0,0,0,0,0.0,1
0,0,0,7979,0,0,0,0,0,0.0,1
0,0,0,7983,0,0,0,0,0,0.0,1
0,0,0,15684,0,0,0,0,0,0.0,1
0,0,0,9637,0,0,0,0,0,0.0,1
0,0,0,76519,0,0,0,0,0,0.0,1
857,2,12,61743,21,4,2,135,1,5.80051793,0
0,0,0,9598,0,0,0,0,0,0.0,1
0,0,0,8379,0,0,0,0,0,0.0,1
13729,68,19,119312,590,226,113,411,1,5.147921277,0
0,0,0,8204,0,0,0,0,0,0.0,1
4567,9,7,12681,20,18,9,126,1,5.538414007,1
0,0,0,9412,0,0,0,0,0,0.0,1
1,0,0,305687,9,4,2,0,1,4.000023998,1
13563,12,7,26826,122,26,13,322,1,6.313225793,0
1,0,44,7854,15,4,2,208,1,4.374567384,1
0,0,0,9628,0,0,0,0,0,0.0,1
0,0,0,12828,0,0,0,0,0,0.0,1
2834,6,64,48854,93,14,7,288,1,6.663231421,0
0,0,0,9654,0,0,0,0,0,0.0,1
0,0,0,9569,0,0,0,0,0,0.0,1
8999,5,11,16787,28,10,5,87,1,6.972532413,0
0,0,0,8509,0,0,0,0,0,0.0,1
1086,2,12,61184,21,4,2,135,1,5.845779711,0
7137,61,18,90964,597,164,82,267,1,5.339983258,0
0,0,0,1435,0,0,0,0,0,0.0,1
1,1,44,3526,15,4,2,208,1,5.261077954,1
866,52,44,79139,96,104,52,214,1,6.13690284,1
1,0,44,9637,16,4,2,214,1,4.617656067,1
36295,29,31,147006,178,60,30,254,1,6.615372074,0
0,0,0,13344,0,0,0,0,0,0.0,1
589,3,9,14353,12,6,3,160,1,5.178999072,0
0,0,0,15759,0,0,0,0,0,0.0,1
5448,10,11,11634,38,20,10,184,1,6.409510341,0
5283,8,7,15091,20,18,9,126,1,5.369655159,1
1552,26,75,95959,225,124,62,432,1,4.68985745,0
12809,22,43,137781,116,46,23,320,1,6.646558163,0
0,0,0,9674,0,0,0,0,0,0.0,1
0,0,0,9407,0,0,0,0,0,0.0,1
0,0,0,9386,0,0,0,0,0,0.0,1
1,0,44,6271,15,4,2,258,1,4.346124091,1
1369,2,12,83665,21,4,2,135,1,5.875879642,0
0,0,0,12465,0,0,0,0,0,0.0,1
35043,26,32,314220,257,54,27,292,1,6.644907913,0
0,0,0,12088,0,0,0,0,0,0.0,1
1382,3,12,28702,12,6,3,198,1,5.407805459,0
1,0,44,15084,16,4,2,214,1,4.554603873,1
5283,8,7,15095,20,18,9,126,1,5.369722799,1
0,0,0,12430,0,0,0,0,0,0.0,1
2603,7,38,51592,41,14,7,426,1,7.021002051,0
0,0,0,8177,0,0,0,0,0,0.0,1
22386,9,14,31705,44,18,9,188,1,7.057820336,0
5404,5,28,21418,31,12,6,233,1,6.034628587,0
9012,74,11,255772,370,150,75,276,1,6.472355649,0
1361,15,10,84522,30,34,17,173,1,5.82074645,0
0,0,0,9539,0,0,0,0,0,0.0,1
21053,119,30,294644,5733,280,140,316,1,6.015619212,0
5283,8,7,15093,20,18,9,126,1,5.369704838,1
0,0,0,12338,0,0,0,0,0,0.0,1
5283,8,7,15095,20,18,9,126,1,5.369720613,1
0,0,0,16040,0,0,0,0,0,0.0,1
1,1,7,16775,10,2,1,184,1,1.0,1
828,1,8,7618,10,2,1,137,1,6.791384588,1
0,0,0,1899,0,0,0,0,0,0.0,1
0,0,0,17668,0,0,0,0,0,0.0,1
1472,13,14,96434,28,30,15,173,1,5.929742802,0
4955,50,15,147085,955,98,49,373,1,6.315439178,0
4031,18,24,286909,92,36,18,286,1,6.379582291,0
5310,3,8,22972,20,6,3,270,1,7.128762313,0
0,0,0,9314,0,0,0,0,0,0.0,1
0,0,0,1441,0,0,0,0,0,0.0,1
22728,16,11,62976,63,32,16,119,1,6.945572071,0
42043,27,13,73072,84,58,29,311,1,6.202765872,0
0,0,0,15917,0,0,0,0,0,0.0,1
0,0,0,15464,0,0,0,0,0,0.0,1
0,0,0,7958,0,0,0,0,0,0.0,1
0,0,0,9427,0,0,0,0,0,0.0,1
1158,2,12,67315,21,4,2,138,1,5.82990009,0
6228,17,31,174867,78,56,28,367,1,5.065541761,0
0,0,0,8248,0,0,0,0,0,0.0,1
1676,4,15,142119,24,8,4,145,1,5.761458749,0
16166,7,6,18790,29,14,7,213,1,6.734228973,0
22085,61,26,91962,669,194,97,367,1,5.042533036,0
4445,6,29,11604,27,14,7,234,1,5.964254013,0
0,0,0,17389,0,0,0,0,0,0.0,1
0,0,0,9579,0,0,0,0,0,0.0,1
833,3,9,10788,12,6,3,160,1,5.157056333,0
14628,10,29,20013,41,22,11,238,1,6.441001127,0
8049,60,25,88569,569,190,95,352,1,5.039160971,0
1284,2,11,78848,21,4,2,135,1,5.84826012,0
0,0,0,9460,0,0,0,0,0,0.0,1
7133,45,36,83085,462,94,47,441,1,5.833841236,0
0,0,0,9706,0,0,0,0,0,0.0,1
6711,94,37,119727,1615,388,194,357,1,4.810196492,0
0,0,0,9593,0,0,0,0,0,0.0,1
21521,18,42,63505,47,38,19,287,1,6.613942046,0
6383,8,8,18146,104,18,9,254,1,5.962492935,0
23168,15,29,28884,55,32,16,238,1,6.520646879,0
0,0,0,9369,0,0,0,0,0,0.0,1
5283,8,7,15093,20,18,9,126,1,5.36965918,1
0,0,0,13125,0,0,0,0,0,0.0,1
5283,8,7,15093,20,18,9,126,1,5.369656298,1
1690,10,12,83839,25,24,12,173,1,5.959017214,0
1638,2,13,86273,21,4,2,145,1,5.859652261,0
0,0,0,2677,0,0,0,0,0,0.0,1
22430,17,11,351224,80,36,18,172,1,6.824138315,0
11070,68,13,114366,937,170,85,302,1,5.480486381,0
1216,2,11,78099,21,4,2,135,1,5.864412783,0
3548,44,16,75608,231,86,43,284,1,6.115089614,0
3168,51,14,303800,2638,126,63,313,1,5.759589285,0
0,0,0,1443,0,0,0,0,0,0.0,1
1157,2,12,77782,21,4,2,135,1,5.826207433,0
0,1,0,2137,3,2,1,0,1,7.007372274,1
23384,52,31,410911,495,106,53,307,1,6.60478643,0
5283,8,7,14967,20,18,9,126,1,5.370386948,1
33820,20,29,36383,74,42,21,236,1,6.514229485,0
1212,3,12,24577,12,6,3,198,1,5.304816452,0
0,0,0,12444,0,0,0,0,0,0.0,1
0,0,0,77176,0,0,0,0,0,0.0,1
22234,89,16,106535,1470,270,135,357,1,5.120993213,0
0,0,0,9613,0,0,0,0,0,0.0,1
0,0,0,9571,0,0,0,0,0,0.0,1
0,0,0,12273,0,0,0,0,0,0.0,1
10308,50,14,82232,511,98,49,365,1,6.139785691,0
991,8,18,6499,23,18,9,229,1,4.967097345,0
676,5,20,71721,49,12,6,258,1,6.401969042,0
80150,45,121,191857,1046,92,46,511,1,6.831756576,0
23,1,5,17640,10,2,1,191,1,5.323859469,1
28426,13,54,44160,57,28,14,263,1,6.670265096,0
0,0,0,9567,0,0,0,0,0,0.0,1
14169,11,13,183497,73,30,15,194,1,5.548915444,0
1637,10,8,97563,25,24,12,173,1,5.195708711,0
16577,71,96,402684,213,150,75,355,1,6.349649657,0
1236,3,12,21913,13,8,4,188,1,5.279098483,0
0,0,0,9547,0,0,0,0,0,0.0,1
1883,32,22,110690,298,66,33,409,1,6.207571397,0
18,1,8,17825,10,2,1,186,1,5.198245435,1
1,13,44,189303,68,34,17,164,1,4.459554272,1
44505,36,34,115171,921,74,37,430,1,6.709189638,0
1229,3,12,28948,12,6,3,160,1,4.995532597,0
0,0,0,8167,0,0,0,0,0,0.0,1
0,0,0,17287,0,0,0,0,0,0.0,1
1414,15,12,74540,30,34,17,173,1,5.528091241,0
0,0,0,15309,0,0,0,0,0,0.0,1
1566,28,12,253949,160,58,29,507,1,5.754246807,0
968,3,12,17077,13,8,4,188,1,5.258992909,0
1,0,0,95065,9,4,2,0,1,3.932690694,1
0,0,0,16237,0,0,0,0,0,0.0,1
5182,6,56,10762,27,12,6,247,1,6.439320393,0
29121,10,15,21223,39,20,10,225,1,6.741609993,0
36899,12,8,66423,84,24,12,270,1,7.001612791,0
0,0,0,9675,0,0,0,0,0,0.0,1
0,0,0,9777,0,0,0,0,0,0.0,1
5283,8,7,14953,20,18,9,126,1,5.370504564,1
1558,2,13,85970,21,4,2,135,1,5.870332307,0
1299,3,12,27665,12,6,3,198,1,5.425282183,0
0,0,0,9444,0,0,0,0,0,0.0,1
31,35,3,301802,83,82,41,195,1,5.478821887,1
0,0,0,8345,0,0,0,0,0,0.0,1
1794,17,13,120393,104,36,18,381,1,6.149296786,0
7071,8,56,15914,77,18,9,302,1,5.874655193,0
0,0,0,9586,0,0,0,0,0,0.0,1
0,0,0,9799,0,0,0,0,0,0.0,1
1240,2,13,75555,21,4,2,135,1,5.833098758,0
2078,4,6,34193,39,10,5,220,1,6.319110195,0
0,0,0,3144,0,0,0,0,0,0.0,1
1,0,68,14904,16,4,2,214,1,4.552126605,1
5283,8,7,15093,20,18,9,126,1,5.369674033,1
13176,10,8,20714,36,20,10,222,1,6.604384099,0
4691,44,24,361904,123,102,51,303,1,5.892404169,0
1426,2,12,90508,21,4,2,135,1,5.894883629,0
271,3,26,19781,16,6,3,232,1,6.913352387,0
5283,8,7,14957,20,18,9,126,1,5.370351435,1
1233,3,9,26487,12,6,3,160,1,5.247138143,0
0,0,0,8111,0,0,0,0,0,0.0,1
1618,2,12,88399,21,4,2,135,1,5.87798757,0
1345,2,11,81716,21,4,2,145,1,5.869199612,0
1609,2,12,80237,21,4,2,135,1,5.868821375,0
0,0,0,9504,0,0,0,0,0,0.0,1
0,0,0,16161,0,0,0,0,0,0.0,1
614,6,23,19464,63,14,7,322,1,5.649527509,0
878,6,8,17644,26,12,6,266,1,6.840173489,0
108505,43,24,149392,588,88,44,293,1,6.895090857,0
0,0,0,8190,0,0,0,0,0,0.0,1
5283,8,7,15093,20,18,9,126,1,5.369633333,1
0,0,0,8285,0,0,0,0,0,0.0,1
18806,12,12,27049,49,24,12,194,1,6.486728378,0
0,0,0,15537,0,0,0,0,0,0.0,1
3854,5,29,10793,26,12,6,234,1,5.957874828,0
5805,57,36,56519,109,136,68,245,1,4.507506188,0
1070,3,12,22435,12,6,3,198,1,5.396184105,0
17085,109,16,236513,2112,470,235,327,1,4.698366244,0
0,0,0,9714,0,0,0,0,0,0.0,1
7798,64,16,163996,2161,132,66,309,1,6.593579819,0
0,0,0,12271,0,0,0,0,0,0.0,1
0,0,0,13274,0,0,0,0,0,0.0,1
0,0,0,17191,0,0,0,0,0,0.0,1
0,0,0,16170,0,0,0,0,0,0.0,1
5034,5,28,15971,27,12,6,237,1,6.111750481,0
0,0,0,9520,0,0,0,0,0,0.0,1
1328,20,15,79897,35,44,22,173,1,5.665218353,0
0,0,0,8171,0,0,0,0,0,0.0,1
0,0,0,15889,0,0,0,0,0,0.0,1
26046,15,12,45833,41,30,15,296,1,6.830385904,1
0,0,0,2048000,0,0,0,0,0,0.0,1
0,0,0,8306,0,0,0,0,0,0.0,1
20455,14,25,175620,763,260,130,333,1,3.459110295,0
0,0,0,9417,0,0,0,0,0,0.0,1
41399,22,3,80950,70,46,23,210,1,6.771227175,0
1,8,37,4646,79,18,9,211,1,3.794190255,1
6512,4,8,32959,23,8,4,218,1,7.143528298,0
0,0,0,15359,0,0,0,0,0,0.0,1
18187,152,17,226508,3793,524,262,316,1,5.028783456,0
1428,15,16,82058,30,34,17,173,1,5.637879332,0
10014,11,25,24544,157,24,12,271,1,6.079031372,0
828,1,8,7630,10,2,1,137,1,6.791384588,1
5283,8,7,15093,20,18,9,126,1,5.369748051,1
0,0,0,9697,0,0,0,0,0,0.0,1
1385,22,13,89779,37,48,24,173,1,5.827870773,0
5283,8,7,14959,20,18,9,126,1,5.370478976,1
0,0,0,16847,0,0,0,0,0,0.0,1
1753,14,24,52718,125,38,19,305,1,5.209259658,0
3871,5,29,10806,26,12,6,234,1,5.977102354,0
7236,7,28,49461,28,16,8,238,1,6.629027547,0
1,1,7,16889,10,2,1,184,1,1.0,1
0,0,0,8702,0,0,0,0,0,0.0,1
0,0,0,9287,0,0,0,0,0,0.0,1
0,0,0,9425,0,0,0,0,0,0.0,1
0,0,0,9985,0,0,0,0,0,0.0,1
0,0,0,8330,0,0,0,0,0,0.0,1
0,0,0,8155,0,0,0,0,0,0.0,1
0,0,0,15686,0,0,0,0,0,0.0,1
0,0,0,2057,0,0,0,0,0,0.0,1
0,0,0,15927,0,0,0,0,0,0.0,1
986,3,12,17242,13,8,4,188,1,5.204786268,0
18404,15,8,45661,49,32,16,226,1,6.716928977,0
1378,9,8,77228,24,22,11,173,1,5.761734581,0
0,0,0,9239,0,0,0,0,0,0.0,1
0,0,0,8433,0,0,0,0,0,0.0,1
1232,3,12,29959,12,6,3,160,1,5.188708601,0
5283,8,7,15021,20,18,9,126,1,5.369882412,1
35693,23,33,132216,372,48,24,293,1,6.753490996,0
0,0,0,8133,0,0,0,0,0,0.0,1
10412,13,18,39599,253,28,14,293,1,6.337927769,0
0,0,0,8193,0,0,0,0,0,0.0,1
8189,7,56,14630,33,14,7,256,1,6.735297819,0
0,0,0,9858,0,0,0,0,0,0.0,1
0,0,0,13409,0,0,0,0,0,0.0,1
10663,45,14,126152,326,92,46,302,1,6.114205893,0
1216,3,12,25380,12,6,3,198,1,5.38007129,0
1,0,44,4720,15,4,2,214,1,4.255134847,1
0,0,0,7671,0,0,0,0,0,0.0,1
1561,2,12,87366,21,4,2,145,1,5.880645733,0
0,0,0,76299,0,0,0,0,0,0.0,1
1,0,44,8199,15,4,2,208,1,4.324925981,1
0,0,0,9479,0,0,0,0,0,0.0,1
1289,3,12,26160,12,6,3,198,1,5.297625215,0
0,0,0,3951,0,0,0,0,0,0.0,1
1,0,0,306227,9,4,2,0,1,4.007137329,1
0,0,0,15371,0,0,0,0,0,0.0,1
2156,1,16,9648,10,2,1,221,1,6.839261059,1
1225,2,12,81177,21,4,2,135,1,5.864750558,0
0,0,0,9528,0,0,0,0,0,0.0,1
2256,4,28,10900,21,10,5,237,1,5.725612129,0
7741,10,15,8850,22,20,10,158,1,5.654551113,1
0,0,0,8342,0,0,0,0,0,0.0,1
74050,31,14,150018,1974,66,33,275,1,6.780779593,0
1,0,0,130785,9,4,2,0,1,3.39205588,1
0,0,0,9487,0,0,0,0,0,0.0,1
1671,22,10,200152,151,46,23,173,1,6.238630614,0
1307,2,12,21848,10,8,4,173,1,5.627904099,0
0,0,0,9762,0,0,0,0,0,0.0,1
9565,35,36,15311,53,70,35,128,1,4.666529062,0
1610,21,15,102251,38,48,24,173,1,5.894583575,0
12956,20,92,281805,50,40,20,640,1,6.034185275,0
0,0,0,78348,0,0,0,0,0,0.0,1
5016,8,56,17720,58,18,9,300,1,5.955267054,0
0,0,0,18224,0,0,0,0,0,0.0,1
61522,10,31,51894,50,20,10,278,1,7.115043061,0
549,6,44,83153,22,12,6,214,1,6.457132437,1
0,0,0,9154,0,0,0,0,0,0.0,1
0,0,0,8326,0,0,0,0,0,0.0,1
0,0,0,9433,0,0,0,0,0,0.0,1
0,0,0,9212,0,0,0,0,0,0.0,1
10598,50,15,92832,991,106,53,285,1,5.996193739,0
0,0,0,9620,0,0,0,0,0,0.0,1
1075,36,11,232550,143,74,37,365,1,5.800461714,0
0,0,0,2720,0,0,0,0,0,0.0,1
4940,69,30,89687,649,224,112,308,1,4.951154712,0
1276,23,6,192033,137,48,24,360,1,5.862037557,0
5645,13,25,139076,192,28,14,289,1,6.347424242,0
1408,2,10,73332,21,4,2,135,1,5.844190868,0
0,0,0,17901,0,0,0,0,0,0.0,1
26544,18,11,41829,67,36,18,87,1,6.950447144,0
10308,50,14,82237,511,98,49,365,1,6.137834659,0
0,0,0,17451,0,0,0,0,0,0.0,1
0,0,0,8337,0,0,0,0,0,0.0,1
0,0,0,9749,0,0,0,0,0,0.0,1
1054,3,12,25546,12,6,3,198,1,5.324130723,0
1,1,0,9779,70,2,1,0,1,7.168769777,1
0,0,0,15476,0,0,0,0,0,0.0,1
11561,28,51,237801,177,180,90,352,1,4.018262093,0
828,1,8,7624,10,2,1,137,1,6.791384588,1
19035,15,13,81409,274,32,16,178,1,6.786925408,0
0,0,0,17602,0,0,0,0,0,0.0,1
0,0,0,8423,0,0,0,0,0,0.0,1
0,0,0,9333,0,0,0,0,0,0.0,1
0,0,0,8168,0,0,0,0,0,0.0,1
13681,25,88,49260,594,52,26,549,1,6.48151044,0
0,0,0,9805,0,0,0,0,0,0.0,1
14238,7,3,20436,35,14,7,200,1,6.77501625,0
0,0,0,78172,0,0,0,0,0,0.0,1
0,0,0,8321,0,0,0,0,0,0.0,1
1761,30,15,265877,137,62,31,417,1,5.839688007,0
1546,23,14,188388,128,48,24,385,1,5.868655459,0
1,1,0,10446,70,2,1,0,1,7.071552882,1
11872,49,30,91500,516,140,70,439,1,5.167984517,0
7660,7,11,11156,32,14,7,87,1,6.542977882,0
0,0,0,9477,0,0,0,0,0,0.0,1
0,0,0,8288,0,0,0,0,0,0.0,1
0,0,0,9248,0,0,0,0,0,0.0,1
7977,5,11,13996,25,10,5,87,1,6.864544508,0
13987,26,21,50543,67,54,27,302,1,6.586457976,0
0,0,0,15591,0,0,0,0,0,0.0,1
0,0,0,16825,0,0,0,0,0,0.0,1
0,0,0,9554,0,0,0,0,0,0.0,1
0,0,0,17772,0,0,0,0,0,0.0,1
0,0,0,5360,0,0,0,0,0,0.0,1
0,0,0,8343,0,0,0,0,0,0.0,1
3738,5,1,48683,19,12,6,227,1,6.103894013,0
0,0,0,16761,0,0,0,0,0,0.0,1
8908,28,24,209321,243,96,48,438,1,5.139677702,0
1490,9,14,77200,24,22,11,173,1,5.764717005,0
1,45,44,418750,62,107,53,137,1,5.216949062,1
1192,2,11,76352,21,4,2,135,1,5.854107408,0
0,0,0,22772,0,0,0,0,0,0.0,1
1,0,44,15034,16,4,2,214,1,4.638436256,1
7286,93,25,74969,543,234,117,411,1,5.069272836,0
0,0,0,9299,0,0,0,0,0,0.0,1
1,1,0,1545,7,2,1,0,1,6.925412191,1
